gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,productivity,final_result
1,2,55.0,0,0,60,0,133.2011116515586,0
0,1,85.0,1,0,120,0,276.2685626404488,1
0,2,95.0,1,0,60,0,364.64019164900367,1
0,1,25.0,0,0,180,0,17.652462264511424,0
0,1,95.0,1,0,60,1,66.55637525456892,0
1,2,45.0,1,0,60,0,292.63593834958334,1
0,2,35.0,0,0,240,0,247.134107349943,1
1,2,95.0,0,0,345,0,82.93971067288008,0
0,2,55.0,1,0,60,0,258.4916973745602,1
0,3,85.0,1,0,60,0,292.73908301420886,1
1,3,65.0,0,0,120,0,280.3074602791753,1
0,2,25.0,0,0,60,1,246.07992973503391,0
1,1,65.0,0,0,120,0,183.5716046159896,0
0,1,85.0,0,0,90,0,79.6006143116001,0
0,2,35.0,1,0,60,1,171.60457843075653,0
0,2,85.0,0,0,150,0,239.33847693265355,1
1,2,5.0,1,0,420,0,327.30143972840284,1
0,2,25.0,1,0,60,0,356.3714925320192,1
0,1,75.0,0,0,60,0,217.20698673642838,0
0,2,95.0,0,0,60,0,295.28536815692735,1
1,2,45.0,1,0,60,0,138.33927036515368,0
1,2,75.0,0,0,60,0,143.3965366961854,1
0,2,45.0,1,0,60,0,240.18419336112012,1
0,1,15.0,1,0,60,0,216.59346682607918,1
1,3,95.0,2,0,60,0,302.9601652233787,1
1,3,75.0,1,0,60,0,352.55185124184027,1
0,2,85.0,0,0,180,0,244.5639582303699,0
1,2,35.0,0,0,120,0,184.53945817489844,1
0,2,85.0,1,0,120,0,59.900561414489566,0
0,2,65.0,0,0,60,0,308.0514366010727,1
1,2,15.0,0,0,180,0,232.82522403853736,1
1,3,85.0,1,0,170,0,204.70448480245827,1
1,3,15.0,0,0,120,0,72.3700696829046,0
1,3,35.0,1,0,60,0,317.8950481408114,1
1,2,55.0,1,0,60,0,349.34205039658815,1
1,2,75.0,1,0,120,0,76.5169628797965,0
1,2,95.0,0,0,120,0,288.7637497769238,1
0,1,95.0,0,0,60,0,308.1396019611475,1
1,2,95.0,0,0,60,0,291.8355949690108,0
1,1,55.0,1,0,60,0,168.5258333480844,1
0,2,35.0,0,0,60,0,221.64130068729978,0
1,3,85.0,1,0,60,0,237.36454870293048,1
1,2,45.0,0,0,90,1,199.1854941706449,0
0,2,15.0,1,0,60,0,248.99096535725724,1
1,3,65.0,0,0,60,0,143.38516821870274,1
1,1,55.0,0,0,60,0,205.7843907057069,1
1,2,25.0,0,0,60,0,299.9515172778076,1
1,2,55.0,0,0,60,0,260.6499152109464,1
1,2,45.0,0,0,240,0,331.78906629462483,1
1,2,95.0,0,0,240,0,43.532203075916726,0
1,4,95.0,0,0,60,0,288.50168904785005,1
1,3,95.0,2,0,60,0,204.66807475634047,1
1,3,85.0,0,0,80,0,216.7649382192425,1
1,2,95.0,0,0,120,0,172.17772526214668,1
1,3,95.0,1,0,60,0,261.53726172042593,1
0,3,65.0,1,0,60,0,232.92325144095227,0
1,3,25.0,1,0,60,0,204.5917147855336,1
1,2,95.0,1,0,60,0,295.939562353838,1
1,1,25.0,0,0,90,0,208.4965209881195,1
1,1,25.0,1,0,60,0,248.78104407083958,1
1,3,15.0,0,0,120,0,226.6852551627877,1
0,1,35.0,0,0,60,0,229.01370660847041,1
0,1,75.0,1,0,60,0,240.96647878846653,1
0,2,85.0,1,0,60,0,188.30831923180844,0
1,2,25.0,1,0,60,0,239.62030528546367,1
0,2,35.0,1,0,60,0,273.8610279506949,1
1,2,15.0,1,0,90,0,345.46835536256737,0
1,2,35.0,0,0,180,0,227.66073130015045,0
1,2,85.0,1,0,60,0,420.4509165857791,1
0,2,65.0,0,0,60,0,257.11475449130484,0
1,1,45.0,0,0,60,0,350.9538131948716,1
0,2,35.0,0,0,150,0,218.06708642557845,1
1,1,75.0,1,0,60,0,142.620266551886,0
1,3,35.0,0,0,60,0,104.91457737214597,0
1,2,35.0,1,0,60,0,328.45834834307595,1
1,2,95.0,1,0,60,0,283.0334052612327,1
1,2,95.0,0,0,120,0,229.5377791616261,1
1,2,25.0,0,0,60,0,260.3220270244022,1
1,2,35.0,0,0,60,0,360.35104939947,1
1,2,95.0,1,0,60,0,206.49407495556375,1
1,2,75.0,0,0,120,0,122.22086992206115,1
1,3,95.0,2,0,60,0,334.26842868661146,1
1,2,95.0,0,0,60,0,242.34700034694745,1
1,2,45.0,1,0,240,0,174.08499304973483,0
1,4,95.0,2,0,60,0,315.7361618061311,1
0,3,85.0,0,0,60,0,212.45811136783558,1
1,2,35.0,1,0,60,0,294.0820038352955,1
0,2,45.0,0,0,60,0,125.72276481465391,0
1,2,75.0,0,0,60,0,221.5784722678735,0
1,2,75.0,0,0,120,1,277.36805515981615,1
0,1,85.0,0,0,120,0,4.073753373154667,0
1,2,55.0,1,0,120,0,222.05200891166862,1
1,2,95.0,1,0,60,0,277.1214603885477,1
0,2,15.0,0,0,60,0,188.53398697317803,1
0,3,15.0,0,0,60,0,227.742218067522,1
1,2,75.0,0,0,60,0,295.13124465460066,1
1,2,65.0,2,0,120,0,246.93055992575046,1
1,4,95.0,2,0,60,0,528.9591539855211,1
1,2,95.0,0,0,60,0,204.6960818211908,1
0,3,85.0,0,0,120,0,216.8975014365641,1
0,2,55.0,0,0,60,0,256.56322425085847,1
1,3,95.0,2,0,60,0,342.77432766567614,1
1,3,45.0,1,0,60,0,246.55963476581542,1
0,2,15.0,1,0,60,0,301.8874524799489,1
1,2,95.0,0,0,120,0,160.54920103508596,1
0,3,95.0,1,0,60,0,94.4343811411417,0
0,2,65.0,1,0,60,0,300.2758140514508,1
1,2,25.0,0,0,120,0,169.86759266801974,1
1,3,85.0,0,0,60,0,350.13652870301667,1
0,2,55.0,0,0,150,0,161.4802744562915,0
0,2,5.0,0,0,240,1,72.12083460100455,0
0,2,25.0,0,0,60,0,154.97259341878453,0
1,2,95.0,0,0,120,0,264.60521730991684,1
1,2,85.0,0,0,60,0,203.1816057328126,1
1,1,45.0,0,0,180,0,108.70308676700184,0
0,3,75.0,0,0,60,0,56.2381041611464,0
1,1,55.0,2,0,60,0,332.09318883420787,1
1,3,5.0,0,0,60,0,211.37886646824188,1
1,3,75.0,1,0,120,0,223.0425890498746,1
1,2,15.0,0,0,60,0,107.73156537649248,0
1,2,65.0,0,0,180,1,172.11599814617767,1
1,2,35.0,0,0,60,0,242.54270182335958,1
1,2,55.0,0,0,120,0,159.70102175493602,1
0,3,55.0,1,0,120,0,48.69631060631458,0
1,3,85.0,1,0,60,0,215.13181343921516,1
1,3,95.0,1,0,120,0,14.08338539065826,0
1,2,15.0,0,0,60,0,94.45028997894735,0
1,1,75.0,1,0,60,0,245.56346601921933,0
0,2,5.0,0,0,120,0,191.28059591694225,1
1,1,15.0,1,0,60,0,228.72833574403236,1
1,3,45.0,0,0,60,0,202.65541984309925,1
0,2,55.0,0,0,120,1,221.53206711408873,1
1,3,55.0,1,0,120,0,197.0589666902501,0
1,1,5.0,0,0,180,0,217.3422278012851,1
0,2,85.0,1,0,60,0,260.65272346647265,1
1,2,85.0,0,0,60,0,233.45297857644314,1
1,2,95.0,0,0,120,0,142.63750655536484,1
1,2,75.0,0,0,120,0,204.9752077248976,1
0,1,85.0,1,0,60,0,256.91725371895654,1
1,2,95.0,1,0,60,0,329.90916838488965,1
1,2,5.0,0,0,90,0,176.3032339953543,0
1,2,75.0,0,0,120,0,160.16353065119816,0
0,2,55.0,1,0,120,0,249.0557792124769,1
1,2,65.0,0,0,60,0,330.5518412744541,1
1,3,55.0,0,0,180,0,259.34538914910047,1
1,1,95.0,0,0,240,0,240.34252441449638,0
0,1,85.0,0,0,60,0,234.06135065341846,1
1,1,55.0,1,0,60,0,288.3799621965886,1
1,1,25.0,1,0,120,0,220.64135863453046,1
1,2,25.0,0,0,120,0,327.40479599975515,1
1,2,55.0,0,0,120,0,214.92664330097,1
1,3,5.0,1,0,90,0,208.75988540108776,0
1,2,45.0,0,0,60,1,117.8216612185034,0
0,2,75.0,0,0,60,0,259.8444556927364,1
0,2,75.0,0,0,150,0,253.03738691654775,1
1,2,25.0,0,0,120,0,253.11516116313504,1
1,3,85.0,0,0,120,0,150.1662374277191,0
1,3,35.0,0,0,60,0,167.80066209867906,1
1,3,95.0,1,0,60,0,85.5558535685947,0
0,2,25.0,0,0,60,0,294.14460591738464,1
0,2,85.0,0,0,60,0,31.96283677786189,0
1,3,85.0,0,0,120,0,293.53338008681266,1
1,3,85.0,1,0,60,0,219.81821469251926,1
1,2,45.0,0,0,120,0,330.26685860418706,1
1,3,95.0,0,0,120,0,158.6374456805117,1
1,3,45.0,0,0,120,0,293.851616875021,1
1,3,65.0,0,0,60,0,256.205136833106,1
1,3,85.0,0,0,120,0,230.7963666094912,0
0,3,35.0,0,0,60,0,234.7685730816915,0
1,3,75.0,0,0,120,0,355.30448952466384,1
1,3,95.0,0,0,120,0,359.42859684384257,1
1,2,35.0,0,0,120,0,190.2425447366232,0
1,2,95.0,0,0,120,0,310.9942686883565,1
1,4,95.0,1,0,60,0,209.5325184641286,1
1,4,95.0,1,0,60,0,90.38929551094328,0
1,3,95.0,2,0,120,0,338.40455302534093,1
1,2,65.0,2,0,120,0,311.5008385194867,1
0,1,55.0,2,0,120,0,40.72194770091644,0
1,1,75.0,2,0,60,0,266.57842459997164,1
1,2,65.0,2,0,60,0,293.6875542373893,1
0,2,95.0,1,0,60,0,300.8930802729297,1
0,2,55.0,1,0,60,0,189.01999516135206,1
1,3,45.0,1,0,60,0,248.058934702884,1
0,2,45.0,1,0,60,0,257.3048785423324,1
1,2,85.0,1,0,180,0,140.54550952652494,0
0,3,95.0,1,0,60,0,343.7475738537126,1
1,3,95.0,1,0,60,0,409.53160402370924,1
0,1,35.0,1,0,60,0,251.05718083855822,1
1,3,85.0,2,0,60,0,278.3886357419504,1
1,2,25.0,1,0,60,0,221.74807983375968,0
1,2,75.0,1,0,60,0,102.50172900414101,0
0,3,35.0,1,0,60,0,246.2592522882686,1
0,2,15.0,1,0,120,0,343.541877160733,0
1,2,95.0,1,0,60,0,34.99021308044248,0
1,3,45.0,1,0,120,0,284.2195726271934,1
0,1,45.0,1,0,60,1,291.75317297957463,0
1,2,75.0,1,0,60,0,399.1020429699884,1
0,1,85.0,1,0,60,0,269.34515747063364,1
1,1,95.0,1,0,60,0,372.931148014226,1
1,3,95.0,1,0,60,0,228.0879389225235,0
1,2,65.0,1,0,60,0,275.24000422606315,1
1,2,35.0,1,0,60,0,269.34571036579206,1
0,1,55.0,1,0,60,0,35.12858918486317,0
0,3,45.0,1,0,60,0,291.5524962652594,1
1,2,65.0,1,0,60,0,249.33314207578653,1
1,1,35.0,1,0,75,0,138.10173573767094,0
0,2,15.0,1,0,60,0,9.1176221945614,0
1,3,75.0,2,0,60,0,333.99684831685914,1
1,2,35.0,1,0,60,0,243.75476219088677,1
1,1,45.0,1,0,60,0,314.61927628249566,1
1,1,45.0,1,0,300,1,320.9355857427053,1
1,2,55.0,1,0,60,0,256.8991026844668,1
0,2,75.0,1,0,60,1,256.5723069865657,1
0,2,85.0,0,0,60,0,631.6725101295365,1
1,2,95.0,1,0,60,0,283.8650812924302,1
0,1,45.0,1,0,120,1,256.12942285738546,1
1,1,5.0,1,0,60,0,401.7584829049884,0
1,1,55.0,1,0,120,0,304.3872745436435,1
0,2,95.0,0,0,60,1,274.1637228988711,1
1,1,35.0,1,0,60,0,274.9681820086549,1
0,1,75.0,1,0,60,0,297.61777431094976,1
0,2,65.0,0,0,60,0,254.13493367356568,0
1,2,35.0,1,0,330,1,111.51337820042204,0
0,1,35.0,1,0,60,0,97.7412372596012,0
0,2,95.0,1,0,60,0,258.69585187060216,1
0,2,5.0,0,0,120,0,208.3433094746985,1
0,1,55.0,1,0,60,0,286.945695822157,0
1,1,5.0,1,0,60,0,294.83276077889985,1
0,1,85.0,1,0,60,0,371.72366666400285,1
1,2,55.0,1,0,120,0,148.4027701782581,0
0,1,75.0,1,0,60,0,431.6810972503247,1
1,3,25.0,2,0,60,0,273.16873697995067,1
1,2,75.0,1,0,60,1,25.49589033097176,0
0,2,45.0,0,0,60,0,320.10970765946115,1
0,1,85.0,0,0,60,1,394.053730737902,1
0,2,45.0,0,0,120,0,54.733791413794755,0
0,2,35.0,1,0,60,0,263.00531127358846,1
0,2,75.0,1,0,60,0,233.04134655147428,1
0,2,55.0,1,0,60,0,266.56861051232744,1
0,3,35.0,1,0,60,0,245.3163256956772,1
1,2,25.0,0,0,60,0,229.33815746882442,1
0,2,15.0,1,0,60,0,284.0025326269288,1
0,2,85.0,1,0,120,0,190.65288451860215,0
0,2,25.0,0,0,60,0,233.36142586680856,1
1,1,35.0,1,0,60,0,235.98065952296417,1
1,2,95.0,0,0,150,0,248.71262851357412,1
0,3,25.0,1,0,60,0,214.0812119627039,0
0,1,45.0,1,0,120,0,229.6393841961584,1
0,1,45.0,0,0,60,0,306.78096020602834,1
1,1,25.0,1,0,60,0,289.5252435626875,0
0,2,65.0,0,0,60,0,191.65170020981483,0
0,2,75.0,0,0,180,0,83.41695285112533,0
0,3,95.0,0,0,60,1,249.1442246851425,1
0,2,85.0,0,0,120,0,302.786776329272,1
0,1,75.0,1,0,60,0,354.1186013140565,1
0,2,25.0,0,0,120,0,188.9968483216709,1
1,2,95.0,0,0,60,0,291.18812562557696,0
0,2,85.0,0,0,120,0,375.5053825638546,0
1,3,25.0,0,0,120,0,190.97087905885581,0
1,1,55.0,1,0,90,0,269.63997387663187,1
0,2,85.0,1,0,60,0,263.91421944472614,1
1,2,15.0,1,0,120,1,124.77392519532177,0
0,2,35.0,0,0,60,0,353.06629670843324,1
0,2,35.0,0,0,60,0,194.99348130814124,1
1,1,85.0,1,0,120,0,145.05308708392872,0
1,1,85.0,1,0,180,0,310.53985170577414,1
1,1,85.0,1,0,60,0,300.0868583779767,1
1,3,95.0,2,0,60,0,399.9216369093142,1
1,3,75.0,2,0,60,0,142.21296804660705,0
0,1,25.0,1,0,60,0,214.57002831897208,0
0,3,55.0,2,0,60,0,221.75221579130024,0
1,2,45.0,0,0,60,0,212.70979064339883,1
1,1,85.0,1,0,60,0,281.0613721925156,1
1,1,95.0,0,0,120,0,292.93114906701305,1
0,3,95.0,0,0,120,0,229.75186833046328,1
0,1,45.0,0,0,240,0,255.62261503227455,1
1,3,45.0,1,0,60,0,216.3802609481797,1
1,2,95.0,0,0,60,0,282.3533069543551,1
0,1,15.0,0,0,60,0,262.56605616957785,1
1,2,25.0,2,0,120,0,166.9616088679764,1
0,3,65.0,1,0,60,0,292.0956281627783,1
0,2,85.0,0,0,60,0,291.79112810500254,1
1,3,95.0,2,0,60,0,188.39177489322017,1
0,1,45.0,0,0,60,0,13.31520872024909,0
0,1,95.0,0,0,60,0,205.85250117607416,1
0,3,85.0,1,0,120,0,328.5751920408338,0
0,3,95.0,1,0,60,0,338.61150788772574,1
1,3,85.0,2,0,60,0,304.1160755212484,1
1,1,35.0,0,0,60,0,239.76149401520325,1
1,2,75.0,0,0,60,0,307.13439259005,1
0,2,85.0,0,0,60,0,297.9497322463545,1
0,2,95.0,1,0,60,0,286.9852909435461,1
1,2,95.0,0,0,120,0,161.1860208992496,0
1,1,75.0,1,0,60,0,296.7433899065116,1
1,2,75.0,0,0,60,0,34.10233120808465,0
0,2,15.0,0,0,60,1,215.1316823034338,1
0,1,85.0,1,0,60,0,320.0354267590316,1
0,2,55.0,0,0,60,0,446.1646358792996,1
0,2,85.0,1,0,60,0,294.06360159435,1
0,2,35.0,0,0,120,0,282.33464113093925,1
1,2,25.0,0,0,60,0,330.9917242982505,1
0,2,95.0,0,0,60,0,219.41532572165718,1
0,1,15.0,1,0,60,0,331.1830889590765,1
0,2,85.0,0,0,60,0,275.01748735928163,1
1,2,45.0,0,0,60,1,28.07721510867829,0
1,2,15.0,0,0,120,0,226.85155722075143,1
0,2,95.0,1,0,60,0,185.5722940792923,1
1,1,35.0,1,0,120,0,282.96576358742817,1
1,1,55.0,1,0,60,0,236.67986505193767,1
0,2,85.0,1,0,60,0,281.83208088774995,1
0,2,45.0,0,0,180,0,238.49008534880096,1
1,1,65.0,1,0,60,0,290.44803941007063,1
1,2,5.0,1,0,60,0,195.83559604960564,1
1,3,95.0,1,0,60,0,192.2249143422767,1
1,2,95.0,0,0,60,0,234.93841014362545,1
1,2,95.0,0,0,60,0,160.68401031831831,0
1,3,25.0,2,0,60,0,393.28027243908105,1
0,3,15.0,0,0,150,0,96.88971685416864,0
0,2,85.0,0,0,60,0,300.9753268441416,1
0,1,35.0,0,0,60,0,265.5415045609026,1
1,2,15.0,0,0,60,0,343.43152641495175,1
1,2,45.0,1,0,60,0,173.52288477359738,1
0,2,55.0,0,0,60,0,222.01441740926532,1
1,2,45.0,1,0,180,0,175.0567280061081,1
1,2,75.0,1,0,120,0,232.77166431379632,1
1,1,65.0,0,0,120,0,220.16758114116504,1
1,2,55.0,0,0,60,0,145.7931682831248,1
1,1,45.0,1,0,120,1,172.51026901549375,0
0,2,15.0,0,0,60,1,266.8537649581424,1
0,1,85.0,1,0,120,0,81.95388103475267,0
0,1,65.0,1,0,120,0,286.38194786084665,1
0,3,85.0,0,1,120,0,178.68731757836082,1
0,2,65.0,0,0,60,0,159.38019977756446,0
0,1,15.0,1,3,300,0,36.362019038708894,0
0,2,25.0,1,0,120,0,170.4832864584009,1
0,1,15.0,0,0,60,0,189.06487232131752,1
0,1,35.0,0,2,60,1,39.99291814021443,0
0,1,35.0,1,1,60,0,244.4559872206992,1
0,1,55.0,1,1,90,0,198.5193949483399,1
0,1,15.0,1,1,120,0,13.636848476229265,0
1,1,5.0,1,3,75,0,0.0,0
0,2,25.0,1,0,60,1,188.39205958990777,1
0,1,25.0,0,0,60,0,0.0,0
0,2,65.0,1,1,60,0,184.56951684509247,1
0,1,35.0,1,0,60,0,160.55543098671362,0
0,1,25.0,0,1,120,0,92.90606136847393,0
0,3,75.0,0,0,60,0,69.80492364088647,0
0,3,85.0,0,0,120,0,267.8198368217399,1
0,2,65.0,1,0,60,0,503.6502008422275,1
0,1,5.0,0,1,120,0,35.6316205052115,0
0,1,65.0,1,0,60,0,243.36611935537286,1
0,2,85.0,0,0,120,0,218.90612771243832,1
0,3,55.0,1,1,60,0,129.68309015945803,0
0,3,75.0,1,0,60,0,308.8620542659287,1
1,1,65.0,0,0,180,0,107.76153116148605,1
0,3,75.0,1,0,60,0,248.1738147592426,1
0,3,75.0,1,0,60,0,222.02552134665265,1
0,1,25.0,1,0,60,1,168.8559140432904,1
0,1,25.0,0,1,120,0,27.63064492664802,0
0,3,45.0,1,0,120,0,184.49378586582267,1
0,2,25.0,0,0,60,1,154.2125277723785,1
0,2,5.0,1,0,60,0,282.8473530870928,1
0,2,65.0,1,0,60,0,191.08129490983663,1
0,2,95.0,1,0,60,0,213.11995811089366,1
0,1,35.0,1,3,60,0,254.62271906566997,0
0,2,55.0,0,0,60,0,100.72620065635135,0
0,2,75.0,1,0,120,0,204.39339620894575,1
0,1,35.0,0,2,60,0,145.3598449516536,1
1,1,15.0,0,0,90,0,163.5365823283884,1
1,1,45.0,1,0,60,0,157.58976679481725,1
0,1,45.0,1,0,60,1,0.0,0
1,1,35.0,1,0,60,0,61.52509875916871,0
0,2,95.0,1,1,120,0,411.3536062799322,1
0,1,65.0,0,3,60,0,129.51948054606595,1
0,2,25.0,0,0,60,0,96.3860951050977,0
0,1,25.0,0,2,60,0,416.573448714847,1
0,1,45.0,0,0,60,0,204.29930531531681,0
0,1,5.0,0,1,60,0,75.98936615961402,0
0,1,45.0,0,1,60,1,175.95872727404083,1
0,1,25.0,0,1,60,0,265.60976839825366,1
0,2,45.0,1,0,60,0,133.71837777405673,1
0,1,85.0,0,0,120,0,173.8033728869811,1
0,1,25.0,0,0,60,0,91.02298279660086,0
0,2,15.0,0,3,60,0,176.49892713471084,0
0,2,55.0,0,2,60,1,6.530157958500158,0
0,1,5.0,0,2,60,0,101.75973410385943,0
0,2,35.0,0,0,60,0,205.32905454005606,1
0,1,55.0,1,1,60,0,404.4246780657981,0
0,2,85.0,1,0,60,0,167.80179331501085,1
0,1,35.0,0,0,60,0,188.47825358945556,1
1,1,85.0,1,1,60,0,217.27203285909266,1
0,2,35.0,0,0,120,0,258.82968459080655,1
0,1,15.0,1,0,60,0,15.45571015615188,0
0,2,35.0,0,1,60,0,152.97485136654313,1
0,1,85.0,0,0,60,0,169.5534628214299,1
0,1,75.0,0,0,60,0,95.69011180142162,0
0,1,15.0,0,1,60,0,226.9902265034422,1
0,3,75.0,0,1,60,0,108.88746360656131,0
1,2,75.0,0,0,120,1,175.28100670901094,1
0,1,35.0,0,1,60,0,60.27582480063859,0
0,1,45.0,1,3,60,0,0.0,1
0,3,95.0,0,1,120,0,142.91973406505784,0
0,1,55.0,0,1,60,0,85.42206338326952,0
0,1,35.0,1,0,60,0,150.17676817434793,1
0,2,35.0,0,0,120,0,60.02164770061578,0
0,2,15.0,0,0,60,0,126.04399171177572,1
0,2,45.0,0,1,60,0,177.30393551934247,1
0,2,35.0,0,1,150,0,165.2744425898665,1
0,2,15.0,0,0,60,0,256.51473755401304,1
0,2,85.0,1,0,60,0,198.91372191635654,1
0,1,35.0,1,1,60,1,41.92940344468634,0
0,0,95.0,0,0,60,0,190.68687109690757,1
1,4,35.0,1,0,60,0,196.3323438908712,1
0,1,35.0,0,1,60,0,15.892407496966289,0
1,1,75.0,0,0,60,0,123.07719150511755,1
0,1,45.0,1,0,120,1,123.93714442067564,1
1,2,35.0,0,0,60,0,142.11801093548297,0
0,2,35.0,0,0,120,0,149.95438807547328,1
0,1,25.0,1,1,180,0,84.63855133962271,0
0,3,65.0,0,1,60,0,174.21305423966442,1
0,1,65.0,1,0,60,0,322.0983212084895,1
0,2,85.0,0,0,60,0,219.6556472466864,0
0,3,85.0,0,1,60,0,166.96939414037482,0
0,3,35.0,0,0,210,1,0.0,0
0,2,35.0,1,0,60,1,151.88484046921738,1
0,1,65.0,1,0,120,0,78.4101431662695,0
0,1,5.0,0,1,120,0,99.65209141265758,0
0,0,35.0,0,1,60,0,146.0492440221014,0
0,2,5.0,0,0,60,1,173.03917347285977,1
0,1,85.0,0,0,60,0,23.462891193497338,0
0,3,85.0,1,0,60,0,181.21010298623574,1
0,2,85.0,1,1,60,1,146.27299598476802,1
0,1,25.0,0,2,120,0,180.50867660130908,1
1,2,45.0,0,0,120,0,221.4832940359224,1
0,3,85.0,1,0,60,0,179.17896217203784,1
0,1,5.0,0,2,60,1,12.894043920736909,0
0,1,15.0,1,1,90,1,35.73917675775161,0
0,2,15.0,1,0,60,0,145.47004461267034,1
0,2,55.0,1,1,120,0,69.22491847304119,0
0,3,25.0,0,0,60,0,322.3851106961102,1
0,1,5.0,0,1,60,0,160.61975127882138,1
0,3,85.0,1,0,60,0,174.36960545418168,1
0,1,35.0,0,1,60,0,189.42928360523442,1
1,1,55.0,1,0,60,1,39.090392395856696,0
0,2,35.0,1,0,60,0,365.49143977910524,1
0,1,15.0,0,0,60,0,161.22478611558952,1
0,2,35.0,0,1,120,0,325.18095502195257,1
0,2,95.0,0,0,120,0,164.9344890946356,1
0,2,45.0,0,0,60,0,62.33204984017272,0
0,2,95.0,0,0,90,0,200.68974659639343,1
0,2,85.0,1,0,120,0,209.22394807225086,1
0,2,35.0,0,0,240,0,62.44340003251597,0
0,2,15.0,1,0,90,1,263.42949162610273,1
0,3,95.0,0,2,60,0,180.77303027579367,1
0,1,95.0,1,0,60,0,177.66134181648542,1
0,1,95.0,0,0,90,0,169.34190337606884,1
0,2,95.0,0,1,150,0,28.919400157759124,0
0,2,5.0,0,1,60,0,47.16433552132443,0
0,1,25.0,0,2,60,1,23.49604519789854,0
0,1,5.0,0,1,60,1,167.06064055729314,0
0,1,85.0,1,0,75,0,222.7329289379049,1
0,2,75.0,1,0,60,0,94.29333016828078,0
1,1,35.0,1,0,60,0,136.40613653854987,0
0,3,95.0,1,0,60,0,240.03638924355155,1
1,3,25.0,1,1,120,0,115.54627973979585,0
0,2,25.0,0,1,60,1,195.60630199640843,1
0,1,45.0,0,2,60,1,37.826625886340324,0
0,2,15.0,0,0,210,1,61.36484328813994,0
0,1,75.0,0,0,120,0,30.326503166257,0
0,1,55.0,0,1,60,0,68.14802439304086,0
0,2,75.0,0,2,60,0,115.20660290512264,1
1,3,5.0,0,1,180,0,127.40874307465864,0
0,2,75.0,1,0,60,0,191.536546649616,1
0,1,75.0,0,2,60,0,104.70996182552544,0
0,2,5.0,1,0,60,0,310.8981294610903,1
0,1,45.0,0,2,120,0,176.59310511334664,1
0,2,65.0,1,0,60,0,269.4905629029841,1
0,2,25.0,0,0,210,1,29.80460855215698,0
0,2,5.0,0,1,60,0,57.258105750073746,0
1,1,45.0,0,0,120,0,184.39497436452163,1
0,1,85.0,0,0,60,1,196.85822906009608,1
0,1,55.0,0,0,60,0,176.8666070285611,1
0,2,45.0,0,0,60,0,222.8415900413697,1
0,1,35.0,0,1,120,0,139.86372190695528,1
0,2,5.0,0,1,60,0,56.144386739544885,0
0,2,25.0,0,0,60,0,175.60923296703038,1
0,1,15.0,0,3,60,0,105.19327133094593,0
0,1,5.0,0,0,60,0,142.4077459514738,0
0,2,75.0,1,0,90,0,21.548813350051432,0
1,1,15.0,0,2,60,0,15.695346905171741,0
0,1,55.0,0,1,60,0,18.036784192311,0
0,3,85.0,0,1,180,0,58.4954111448069,0
0,1,25.0,0,0,60,1,186.23140940584892,1
0,1,65.0,0,0,60,0,55.49839506080825,0
0,1,85.0,0,1,60,0,38.02643988654768,0
0,1,15.0,0,0,120,0,15.708217393514685,0
0,3,55.0,0,0,60,0,61.796823471516845,0
0,2,45.0,0,0,60,0,71.21911543453201,0
0,1,45.0,1,0,60,0,126.12961983663678,0
