gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,productivity,final_result
1,1,75.0,1,0,60,0,269.9724537818465,1
1,1,45.0,0,0,120,0,176.6116837207075,0
0,2,25.0,0,0,60,0,137.85061948517617,0
0,3,55.0,0,0,60,0,184.83857832979842,1
0,2,75.0,1,0,60,0,204.09046828838882,0
0,2,65.0,0,1,120,0,118.12589025070612,0
0,3,55.0,0,0,60,0,189.0442452774617,1
0,2,25.0,0,0,60,0,254.76811385812266,1
1,3,75.0,0,0,60,0,271.0538821805029,1
0,2,45.0,1,0,90,0,287.601613744287,1
1,2,5.0,0,0,60,0,320.30551157778586,1
1,2,75.0,1,0,60,0,286.06221962011136,1
1,2,35.0,0,0,120,0,35.8793568115529,0
1,3,95.0,1,0,60,0,256.7876718842864,1
0,3,35.0,1,0,60,0,333.98276664745174,1
1,2,75.0,0,0,60,0,167.46135556880202,1
1,2,45.0,0,0,60,0,205.9774023124765,1
0,2,55.0,1,0,60,0,341.9389293389204,1
1,2,15.0,1,0,60,1,221.83379864764663,1
1,2,75.0,1,0,60,0,345.41281401388215,0
1,2,75.0,0,0,60,0,155.5701748042339,0
1,3,75.0,2,0,60,0,512.7393163181954,1
1,2,35.0,1,0,60,0,221.69826117286854,1
1,2,75.0,1,0,120,0,313.81137098517604,0
0,2,75.0,0,0,60,0,230.64263627937316,1
1,2,25.0,0,0,60,0,133.77778621399372,1
1,2,75.0,0,0,60,0,215.40416403762939,1
0,2,25.0,1,0,60,0,545.4909480665858,1
0,3,75.0,0,1,60,0,202.78919481083162,1
0,2,55.0,0,0,60,0,283.3829592389153,1
1,2,85.0,0,0,60,0,143.53232174859247,1
0,2,95.0,1,0,60,0,199.0768412947338,1
0,2,45.0,1,0,60,0,397.4885198252501,1
1,2,55.0,1,0,60,0,325.93083213293926,1
1,2,75.0,0,0,120,0,85.8637496823528,0
1,3,85.0,1,0,60,0,292.0686331674445,1
1,2,5.0,0,0,60,0,230.5905020662032,1
1,2,95.0,1,0,60,0,351.77006853144854,1
0,2,35.0,0,0,120,0,243.09661439042648,1
1,2,15.0,1,0,60,0,281.0328009866761,1
0,2,35.0,0,0,60,1,188.37516006894955,0
1,1,55.0,0,0,60,0,220.0235781030734,1
0,3,95.0,1,1,60,0,221.00651202900508,1
1,2,65.0,0,0,60,0,181.60362401013072,1
1,3,65.0,0,0,60,0,182.92720374826015,0
1,2,85.0,0,0,60,0,207.09462149361687,1
0,2,25.0,0,1,60,0,229.87775344269588,1
0,2,35.0,0,0,120,0,60.399633464585285,0
1,2,65.0,1,0,60,0,240.77055572572448,1
1,3,15.0,0,0,120,0,85.84458002857502,0
0,3,75.0,0,1,60,0,269.85987643633734,1
1,3,95.0,0,0,60,0,194.68475333968541,1
0,2,25.0,1,0,120,0,308.94530708964385,1
1,3,45.0,1,0,120,0,73.13186606590655,0
1,2,85.0,1,0,60,0,191.21044090048954,1
1,2,35.0,0,0,120,0,149.23649808805442,1
1,1,85.0,0,0,60,0,256.6613012731688,1
0,2,15.0,0,0,60,0,183.22416767611801,1
1,2,75.0,1,0,60,0,185.63574886217583,1
0,2,5.0,0,0,60,0,259.95014354080496,0
1,3,35.0,0,0,60,0,265.1861324143486,1
1,1,85.0,0,0,120,0,275.98648474113344,1
0,3,75.0,1,0,60,0,249.18322584893582,1
1,2,65.0,0,0,60,0,190.77922664634136,0
1,3,15.0,0,0,60,0,326.40846518750783,1
0,2,45.0,0,0,60,0,326.23747397807875,1
1,2,45.0,0,0,120,0,194.13346053690705,1
1,2,55.0,0,0,120,1,189.84761822012715,1
0,2,25.0,0,0,60,0,156.30513080292798,0
1,1,55.0,0,0,60,0,238.92698454552655,1
0,2,75.0,0,0,60,0,165.8767585547724,0
1,2,75.0,0,0,60,0,284.34638206530843,1
1,3,95.0,2,0,60,0,290.16445591154843,1
1,3,25.0,0,0,120,0,378.7988190839165,1
0,1,95.0,1,0,60,0,312.9909702285735,1
1,3,55.0,1,0,60,0,259.52543125602506,0
0,2,65.0,1,0,60,0,36.010418834434624,0
0,2,15.0,1,0,300,0,92.63612442861782,0
1,2,5.0,0,1,90,0,230.7946538187074,1
1,3,95.0,1,0,60,0,248.4461553078323,1
0,1,65.0,0,0,120,1,184.271182848832,0
0,1,45.0,0,0,180,1,143.40644342871371,0
0,2,75.0,0,0,120,0,218.30365264571304,1
0,3,75.0,0,0,60,0,252.4838560320409,1
1,1,65.0,1,0,60,0,137.85410313269546,1
0,2,25.0,0,0,60,0,298.67295455312814,1
1,2,95.0,0,0,180,0,266.2903577970282,1
0,2,65.0,0,0,60,1,175.24437881079876,1
0,1,85.0,1,0,60,0,301.3953136763161,1
0,2,95.0,0,0,60,0,278.6213632316712,1
1,2,85.0,1,0,60,0,193.95521287730247,1
1,3,75.0,2,0,60,0,292.997631652208,1
1,3,85.0,1,0,60,0,292.44134952768263,1
1,2,35.0,0,0,120,0,340.99147979703037,1
0,2,5.0,1,0,60,0,259.07899088936716,1
1,2,45.0,0,0,60,0,360.09806277526576,1
1,3,5.0,1,1,60,0,72.1570369133645,0
1,2,75.0,0,0,90,0,144.56150489793464,0
0,2,55.0,0,0,60,0,213.77330649809272,1
1,3,15.0,0,0,120,0,291.56261215714795,1
1,2,95.0,0,0,150,0,214.18258463734784,0
1,2,65.0,1,0,60,0,267.19749368229986,1
0,2,25.0,0,0,60,0,134.00845662519376,0
0,3,75.0,0,0,120,0,198.55102570477516,1
1,3,25.0,0,0,60,0,165.24168533646773,1
1,2,75.0,0,0,120,0,201.79838389521285,1
1,2,75.0,0,0,60,0,212.90152049044747,1
1,1,55.0,0,0,120,0,59.895678690258706,0
1,2,95.0,0,0,120,0,250.537929341052,0
1,3,95.0,1,1,60,0,196.56691724802874,0
0,3,25.0,1,1,120,0,349.30494417267266,1
1,2,5.0,0,0,120,0,224.06262088927758,1
1,2,25.0,0,0,180,0,81.05795146322528,0
0,2,35.0,0,0,120,0,299.7249681367083,1
0,2,95.0,0,0,120,0,211.5686535382849,1
0,3,75.0,0,0,120,0,174.77852127919795,1
1,2,85.0,1,0,60,0,265.50986058139716,1
1,2,75.0,0,0,120,0,276.222216434169,1
0,2,35.0,0,0,60,0,198.07115944591342,1
1,1,15.0,0,0,120,1,6.194224814505168,0
0,3,95.0,0,0,60,0,367.66791814297545,1
0,3,75.0,0,0,90,0,43.58442506959371,0
1,3,75.0,0,0,120,0,284.2129898986671,1
1,1,95.0,1,0,120,0,246.10663852903477,0
1,3,95.0,0,0,60,0,231.53790178614662,1
0,3,15.0,0,0,120,0,177.24275982262722,0
1,2,65.0,1,0,120,0,262.63177755795147,1
1,3,85.0,0,0,60,0,191.98141310791797,1
0,2,85.0,0,0,90,0,76.09156872802093,0
0,3,65.0,1,0,60,0,280.7513776984136,1
1,2,75.0,0,0,120,0,273.77831969587396,1
0,3,45.0,0,0,120,0,248.77398201740849,1
1,3,25.0,0,0,60,0,320.3412519255312,1
1,3,55.0,0,0,120,0,263.32282703400625,0
0,3,75.0,1,0,180,0,351.23862989863784,0
0,3,75.0,0,0,120,0,211.67752684571647,1
0,3,55.0,0,0,90,0,252.21873470418475,1
0,3,55.0,1,0,120,0,13.367824300558869,0
1,2,5.0,0,0,120,0,352.9964778088652,1
1,3,35.0,0,0,120,0,194.5121659722594,1
1,2,75.0,0,0,60,1,49.25371593777867,0
0,3,85.0,0,0,120,0,2.7354110376639094,0
1,2,95.0,0,0,120,0,143.2719316407068,0
0,3,95.0,0,0,60,0,254.6809607218129,1
1,2,65.0,0,0,120,0,139.57570656156915,1
1,3,75.0,0,0,60,0,91.80363677668687,0
1,2,85.0,0,0,240,0,190.03176915262557,0
1,3,85.0,0,0,120,0,144.3867171939861,0
1,3,75.0,0,0,60,0,238.68619272022133,1
1,2,85.0,0,0,60,0,48.725899021660425,0
1,3,25.0,0,0,120,0,183.44770562767837,1
1,3,65.0,0,0,60,0,331.52542911006924,0
0,1,55.0,2,1,60,0,147.63028571722612,0
1,2,65.0,2,0,60,0,198.88142815399056,0
0,2,95.0,2,0,60,0,413.47081951907484,1
1,1,5.0,1,0,60,0,331.38148378476484,1
0,2,35.0,1,0,60,0,271.60288322546074,1
1,3,75.0,2,0,60,0,227.5546813329593,0
1,3,85.0,1,0,60,0,185.50100976143204,1
1,3,85.0,2,0,60,0,271.16791004471287,1
1,2,25.0,1,1,60,0,225.2523506042167,1
0,2,95.0,2,0,60,0,218.74690956826782,0
1,2,95.0,1,1,60,0,83.0426949423625,0
1,2,65.0,1,0,60,0,318.4971197874014,1
0,1,45.0,1,1,60,1,294.56079597646175,1
0,2,45.0,1,0,60,0,246.0453478920148,1
1,2,55.0,1,0,60,0,251.65907770606125,1
0,2,65.0,1,0,60,0,497.296597165642,1
0,2,75.0,1,0,60,0,223.374867204836,1
1,2,65.0,1,0,60,0,182.94159266157047,1
1,3,85.0,2,0,60,0,33.808050843462844,0
0,2,45.0,1,0,60,0,53.929907654031624,0
0,1,65.0,1,0,60,0,113.25483840560858,0
1,2,85.0,1,0,60,0,294.63462154026627,1
1,1,55.0,1,0,90,0,273.858745441646,1
0,2,35.0,1,0,60,0,339.3296655434805,1
1,2,95.0,1,0,60,0,237.32870506970258,1
1,2,65.0,1,0,60,0,196.49500961808246,1
0,3,25.0,1,0,120,0,48.098726339778345,0
0,1,35.0,1,0,60,0,32.918610303559205,0
1,1,35.0,1,0,60,0,297.98822078465804,1
0,2,45.0,1,0,60,0,258.10712438699994,1
0,2,75.0,1,0,60,1,246.728922489759,1
1,1,5.0,1,1,120,0,321.6725092188462,1
1,1,45.0,1,0,60,0,329.1086392046769,1
0,2,85.0,0,0,60,0,296.3084867097709,1
1,3,45.0,1,0,120,0,69.97299544716914,0
1,1,55.0,1,0,60,0,293.0614301402469,1
0,1,35.0,1,1,60,0,129.2814594648489,0
0,3,45.0,1,0,60,0,318.36178520149065,1
1,2,75.0,1,0,60,0,204.1465935511652,1
1,2,55.0,1,1,60,0,210.15729137625908,1
0,1,45.0,1,0,90,0,373.5820993228796,1
0,2,45.0,1,0,60,0,79.50183403454902,0
0,1,35.0,1,0,120,0,75.3175921335113,0
0,1,15.0,0,0,60,0,256.0571772738099,1
1,1,55.0,1,0,60,0,2.261335084333227,0
0,1,55.0,0,0,120,0,158.59359478232315,0
1,1,25.0,1,0,60,0,321.33143127533884,1
1,2,25.0,1,0,60,0,455.0882309236498,1
0,2,35.0,0,0,60,0,50.804681954309224,0
0,2,75.0,1,0,60,0,270.3694461781752,1
0,2,75.0,1,0,60,0,187.88061283454198,1
1,2,35.0,1,0,360,0,1.4459137825841017,0
1,2,95.0,1,1,60,0,305.5202064714692,1
1,1,45.0,1,0,60,0,247.61190154546867,1
1,2,85.0,1,0,120,0,168.73622674624082,1
0,2,75.0,0,1,60,0,258.7738176231396,1
0,2,5.0,0,0,60,0,282.92010402693364,1
1,2,45.0,1,0,60,0,253.66716907989067,1
0,2,65.0,1,0,60,1,317.4990417670968,1
0,1,25.0,1,0,60,0,343.70557750104484,1
1,1,75.0,1,0,60,0,300.2090823032188,1
0,1,45.0,1,0,60,0,109.93343081333029,0
1,3,45.0,0,0,60,0,405.4156943662208,1
1,2,15.0,1,1,60,1,112.67396748312824,0
0,3,75.0,1,0,60,0,287.50998801924203,1
1,2,15.0,0,0,60,0,180.427771959172,1
0,2,95.0,0,0,60,0,189.08815054317975,0
1,3,5.0,0,0,60,0,79.38546924267831,1
0,3,55.0,2,1,60,0,205.9087885671004,0
0,2,85.0,1,0,60,0,225.953288150608,1
0,2,5.0,1,1,60,0,55.00479649016721,0
1,3,75.0,0,0,60,0,231.47480081566243,1
0,2,75.0,0,0,120,0,298.3558966016422,1
0,2,95.0,1,0,60,0,53.9230083862558,0
1,2,85.0,0,0,90,0,271.2145804110588,1
1,2,55.0,1,0,60,0,216.6418495936419,1
0,1,95.0,1,0,60,0,284.8283419067648,1
0,2,55.0,1,0,60,1,285.0930250347579,1
0,2,65.0,1,0,60,0,301.0612889369387,1
0,3,75.0,1,0,60,0,257.0755287017732,0
1,3,85.0,2,0,60,0,100.64341816568123,0
0,2,85.0,0,0,60,0,223.74067018250167,1
1,1,55.0,0,0,60,0,129.89778644064234,0
1,2,95.0,0,1,60,0,192.4308842672989,1
0,3,65.0,1,0,60,0,329.0602734340726,0
1,2,75.0,1,1,60,0,28.413236352094774,0
1,1,25.0,1,0,120,0,231.38618963703868,1
0,1,45.0,1,0,60,0,306.5298881374517,1
0,2,85.0,0,0,120,0,239.299941994222,1
0,1,65.0,1,0,60,0,302.9526126425152,0
1,2,55.0,2,0,60,0,295.4971269885717,1
1,3,75.0,1,0,60,0,218.20425952056297,1
0,1,25.0,1,0,120,0,150.6771201655312,0
1,2,65.0,0,0,60,0,159.7530635789344,0
0,2,85.0,0,0,60,0,174.7191112758365,0
0,1,95.0,1,0,210,0,9.05454117415103,0
1,2,55.0,1,0,60,0,400.56520719593834,1
0,2,25.0,1,0,90,0,243.09575000189426,1
0,1,85.0,1,0,60,0,245.95019987992015,1
0,2,25.0,1,0,60,0,249.5396721545111,1
1,1,55.0,1,0,60,0,269.24967263919916,1
0,1,95.0,1,1,60,0,328.60463397155087,1
1,2,15.0,1,0,90,0,259.0111411567788,1
1,3,95.0,2,0,60,0,360.8992773675712,1
1,1,45.0,1,0,60,0,241.66955930001905,1
0,2,95.0,1,0,120,0,38.7104625479271,0
1,1,5.0,1,0,120,0,328.8884944585293,1
0,2,75.0,1,0,180,1,90.1887222648181,0
0,1,65.0,1,1,60,0,314.24076487019465,1
1,2,25.0,0,0,90,1,82.93136366460662,0
0,1,25.0,0,2,60,0,133.03571114941437,0
0,2,45.0,1,0,60,0,251.4543399542285,1
0,2,65.0,1,0,60,0,80.81916281991194,0
1,1,5.0,1,0,60,1,134.7486942605352,0
0,2,95.0,1,0,120,0,210.1536199922144,1
0,2,95.0,1,0,120,0,210.1536199922144,0
0,2,45.0,0,0,60,0,294.04059180169537,1
0,1,15.0,0,4,60,0,92.08813145344624,0
0,1,65.0,0,1,180,0,6.772541551844556,0
0,2,5.0,0,0,60,0,244.38225406673848,1
0,1,85.0,1,1,120,0,190.70320692163108,1
0,1,65.0,0,0,60,0,284.43857418489523,1
0,2,5.0,0,2,60,0,34.66721482859183,0
0,2,55.0,1,0,120,0,304.80722854235285,1
0,1,5.0,0,3,60,0,299.9135319810972,1
0,1,55.0,0,1,120,0,13.346212541500494,0
0,2,25.0,1,0,120,0,263.5949325991155,1
0,2,5.0,0,0,60,0,22.552582784253254,0
0,1,35.0,0,1,60,0,76.73406227674545,0
0,1,95.0,1,2,60,0,150.35994916683657,0
0,2,15.0,0,0,120,0,77.41977374719988,0
0,3,95.0,0,0,120,0,248.98126302909938,1
1,2,35.0,0,0,120,1,14.848486775962224,0
0,1,15.0,0,0,60,0,213.3503318243896,1
0,1,25.0,0,2,60,0,114.54121274900852,0
0,2,15.0,0,1,120,0,23.749250624334646,0
0,1,15.0,1,0,60,0,195.8242280060976,1
0,1,65.0,0,0,60,0,22.474294523969213,0
0,2,75.0,0,0,60,0,266.89811916112103,1
1,2,65.0,1,0,60,0,109.64660286993437,0
1,2,75.0,0,0,60,1,238.8803677609837,1
0,2,25.0,0,0,120,0,222.6906700728129,1
0,1,85.0,0,0,60,0,252.2587601089264,1
0,1,55.0,0,0,90,1,333.39487216053465,1
1,2,55.0,1,0,60,0,204.5129016661911,1
0,1,85.0,1,0,60,0,260.94579169765683,1
0,1,15.0,0,4,120,0,152.55320843566548,0
0,3,25.0,1,0,60,0,104.72693381679169,0
0,1,75.0,0,3,60,0,14.626206819470518,0
0,1,25.0,0,0,120,0,58.95915438842429,0
0,2,5.0,0,0,120,0,260.9068705229036,1
0,2,35.0,1,2,120,0,164.29043349533805,1
0,1,45.0,1,1,60,1,0.0,0
0,1,5.0,0,1,60,0,277.94293449648285,1
0,2,65.0,1,0,120,0,257.0366665637224,1
0,1,15.0,1,0,60,0,56.07388875403596,0
0,2,35.0,1,0,60,0,171.93622290406879,0
0,1,35.0,1,1,120,0,288.0597777534512,1
0,1,25.0,1,1,60,0,232.73150775381472,1
0,2,95.0,0,0,60,1,265.2118325466205,1
0,2,15.0,0,4,60,0,231.05378018568712,1
0,1,65.0,1,0,120,0,232.49192838662339,1
0,1,65.0,1,0,120,0,246.6896707927221,1
0,1,65.0,0,2,60,0,155.23732939788,0
0,2,5.0,0,0,120,0,134.36516094506348,0
0,2,25.0,0,2,60,0,98.32315652537712,1
0,1,25.0,0,0,180,0,162.8001290832299,0
0,1,85.0,1,0,270,1,8.834855059545825,0
1,1,15.0,1,0,60,0,245.66942646972768,1
0,3,95.0,0,0,120,0,404.0169946267284,1
0,2,15.0,1,0,60,0,225.6606980674438,0
0,2,45.0,0,0,60,0,58.87229859376564,0
0,1,65.0,0,1,60,0,87.62940100564596,0
0,1,15.0,1,1,60,0,5.885199105647959,0
0,1,45.0,0,3,60,0,36.35145217624141,0
0,1,95.0,0,0,60,0,375.971176360042,1
0,2,5.0,1,0,120,0,188.25668215380887,1
0,2,65.0,0,1,60,1,251.077895716088,0
0,1,45.0,0,2,90,0,256.6387631245442,0
0,3,65.0,1,0,60,0,471.672313750409,1
0,1,45.0,1,0,60,0,250.36581051489014,1
0,3,5.0,0,0,120,0,209.71217918815861,1
0,2,55.0,0,1,60,0,21.62642888935473,0
0,1,95.0,0,1,60,0,375.1212767487581,1
0,1,25.0,0,0,60,0,188.37794200244977,1
0,1,75.0,0,0,60,0,112.44184285213151,0
0,2,95.0,0,0,60,0,240.4859915722249,1
0,1,35.0,1,0,60,0,58.37268941936573,0
0,2,65.0,0,0,60,0,410.29801611021264,1
1,2,85.0,0,0,60,0,255.84564140207416,1
0,2,25.0,0,2,60,0,292.9744728310046,1
0,2,45.0,1,3,60,0,211.08225774771182,0
0,0,35.0,0,2,60,0,56.60225799972624,0
0,3,35.0,1,1,60,0,262.47792898439684,0
0,2,85.0,0,0,60,0,271.11605315326716,1
0,1,5.0,0,0,60,0,119.12318457904644,0
0,2,5.0,0,0,60,0,35.611132306803654,0
1,1,45.0,1,0,60,0,266.3788996699464,1
1,2,35.0,0,3,90,0,159.28904439989662,0
0,3,35.0,0,0,120,0,162.19592193057468,1
0,2,35.0,0,1,60,0,218.9433507465454,1
1,3,15.0,0,0,60,0,208.64183678656,1
0,1,25.0,0,1,60,0,136.83736024161942,0
0,3,35.0,0,0,60,0,418.4385440016816,1
1,2,25.0,2,0,180,0,22.375350680666184,0
0,1,25.0,0,0,60,0,204.85629253061649,0
0,1,15.0,0,2,120,0,20.150685635455368,0
0,2,35.0,1,1,60,0,196.94925800381958,1
0,2,45.0,0,0,60,0,93.04780218320181,0
0,2,45.0,0,0,60,1,195.42744423897526,0
0,1,95.0,0,0,60,0,0.0,0
1,3,45.0,0,0,90,0,17.25375980543465,0
0,1,25.0,0,3,60,1,77.24695983034094,0
0,1,25.0,0,2,60,0,218.53507071293305,1
0,1,25.0,1,0,60,0,296.9297155860905,1
0,2,65.0,0,2,60,0,87.59430259717665,0
0,2,75.0,1,1,60,0,387.6178624615955,1
1,1,75.0,0,1,60,0,253.0077634026005,1
1,1,25.0,0,0,60,0,0.0,0
0,1,5.0,0,0,60,0,34.265758467775214,0
0,2,55.0,0,0,60,0,256.1971880350883,1
0,2,35.0,1,0,60,0,210.60238582244628,0
0,2,15.0,0,2,60,0,277.27316559647386,1
0,2,55.0,0,0,180,0,155.54343866335864,1
0,1,35.0,1,0,60,0,269.1474772753674,1
0,2,35.0,0,1,60,0,283.44017843557253,1
0,2,45.0,0,0,180,0,295.6295513796074,1
0,2,5.0,0,0,60,0,25.175711015198218,0
0,3,95.0,0,0,120,0,180.7528857107617,1
0,1,25.0,1,0,60,0,339.33450347572614,1
0,2,15.0,0,0,60,1,63.54134037063464,0
0,2,45.0,0,0,60,0,246.92032845084037,1
0,1,55.0,1,1,60,0,288.17040650804375,1
0,2,65.0,1,0,120,0,272.6989709008888,1
0,1,45.0,1,0,60,0,21.080358941465995,0
0,1,45.0,0,0,60,0,289.6051130449203,1
0,2,15.0,0,0,60,0,231.32403306483897,1
0,1,35.0,1,1,60,0,334.0154460791215,1
1,3,35.0,0,0,60,0,290.6863282506808,1
0,1,15.0,1,0,60,0,285.252020953347,1
0,1,5.0,1,1,60,0,202.80049412945755,1
0,2,65.0,1,0,60,0,296.43865503906665,1
0,1,85.0,0,0,60,0,230.53549777738075,1
0,1,25.0,0,0,90,0,58.926212220650555,0
0,2,15.0,1,0,120,0,232.36071278548144,1
1,1,15.0,1,0,120,0,18.184008712038892,0
1,2,25.0,1,0,60,0,270.54271066733986,1
0,2,75.0,0,0,60,0,230.63725767758962,1
0,1,5.0,0,1,60,0,281.76733699464717,1
0,1,45.0,0,1,120,0,191.8308253412553,1
0,1,5.0,0,0,60,0,187.179524542974,0
0,2,35.0,0,0,60,1,23.77344230392839,0
0,2,65.0,1,3,60,0,37.918149662962314,0
0,2,35.0,1,0,60,0,290.9708386249856,1
0,1,75.0,1,0,60,0,241.1946830494241,0
0,3,15.0,0,0,60,0,202.62319994379828,1
0,2,55.0,0,0,90,0,289.814987514826,1
0,2,5.0,0,3,120,0,73.42523971115581,0
1,1,5.0,0,0,60,0,0.0,0
0,1,5.0,0,1,120,0,112.10016071087891,0
0,2,95.0,0,0,90,1,194.88670446188755,1
0,2,15.0,1,0,60,0,206.22872690874803,0
0,1,5.0,0,1,60,0,20.834962683288808,0
0,2,35.0,0,1,90,0,55.901078106863906,0
0,1,55.0,1,1,60,0,222.00441257095216,1
0,1,15.0,0,0,60,0,305.2867022544721,1
0,2,65.0,0,0,120,0,130.66146087124878,1
0,1,55.0,0,0,120,0,301.0409136423512,1
0,3,45.0,1,0,60,0,378.213186120748,1
1,2,25.0,0,0,60,0,198.41254951240745,1
0,2,35.0,0,2,60,0,194.34448432899356,1
0,2,35.0,0,0,120,0,349.8550279639478,1
0,3,35.0,0,2,120,1,164.24309191317184,0
0,2,45.0,1,0,60,0,255.6160809670901,1
0,2,45.0,0,0,60,0,315.7389852253802,1
0,1,35.0,0,2,60,1,293.7339130525197,0
0,2,95.0,0,0,120,0,178.41277388248162,1
0,2,5.0,0,2,60,0,279.5126574299915,1
0,2,45.0,1,1,60,0,243.2959717448049,0
0,1,35.0,1,0,180,0,84.42964502788097,0
0,1,15.0,0,0,60,1,246.77243197594163,1
0,1,5.0,1,0,120,0,1.1666666666666667,0
0,2,45.0,0,1,120,0,227.80845930529077,0
0,2,5.0,0,0,60,0,8.139031094700021,0
0,2,5.0,0,0,60,0,138.08034421603298,0
1,2,5.0,1,1,60,0,468.3698688853083,1
0,1,25.0,0,2,60,0,286.80070786961653,0
0,2,15.0,0,0,120,0,380.24362191880067,1
1,2,15.0,1,1,60,0,359.17584280068337,0
0,2,65.0,1,0,60,0,277.5369069681715,1
0,1,5.0,0,0,60,0,204.09350175719086,0
0,1,45.0,0,0,60,1,39.13226515293785,0
0,3,45.0,1,1,60,0,306.59228295612826,1
0,2,45.0,0,0,60,0,366.1930974670642,1
0,2,65.0,0,0,60,0,15.629032812898776,0
0,2,25.0,1,0,240,0,106.20980414342958,0
0,2,45.0,0,2,60,1,338.87432357348916,1
